state_newspaper,newspaper,newspaper_id,year,state_election,prop_type,prop_num,prop_desc,endorsed,notes_endorse,extraction_confidence,extraction_confidence_note,source_file
MI,Detroit News,121301,2004,MI,Proposal,04-1,Constitutional amendment requiring voter approval either statewide or in communities where the expansion of gambling is requested,0,Vote NO,0.92,,121301_20041031.pdf
MI,Detroit News,121301,2004,MI,Proposal,04-2,Constitutional amendment requiring that the relationship of a man and woman be the only recognized marriage or union in Michigan,0,Vote NO,0.92,,121301_20041031.pdf
MI,Detroit News,121301,2006,MI,Addison Township Proposal,,"10-year, 0.25-mill tax increase for operating and maintaining an 'older persons' building'",0,Vote NO,0.85,,121301_20061105.pdf
MI,Detroit News,121301,2006,MI,Addison Township Proposal,,Bond plan to borrow $1.08 million for older persons' building,0,Vote NO,0.85,,121301_20061105.pdf
MI,Detroit News,121301,2006,MI,Addison Township Proposal,,Renew 3.5-mill property tax millage for police,0,Vote NO; nearly a 0.7-mill increase from rolled-back rate of 2.87 mills,0.85,,121301_20061105.pdf
MI,Detroit News,121301,2006,MI,Armada Proposal,,Have council annually appoint clerk; voters now elect clerk,0,Vote NO,0.85,,121301_20061105.pdf
MI,Detroit News,121301,2006,MI,Armada Proposal,,Hike taxes 1 mill for library,0,Vote NO,0.85,,121301_20061105.pdf
MI,Detroit News,121301,2006,MI,Birmingham Proposal,,Amend the charter so the city may create an alternative retirement system,1,Vote YES,0.85,,121301_20061105.pdf
MI,Detroit News,121301,2006,MI,Birmingham Schools Proposal,,Renew 11.31-mill property tax rate to operate schools for 10 years,1,Vote YES,0.88,,121301_20061105.pdf
MI,Detroit News,121301,2006,MI,Crestwood School District Proposal,,"Borrow $35 million to upgrade, build and improve buildings and athletic fields (Dearborn Heights)",0,Vote NO,0.85,,121301_20061105.pdf
MI,Detroit News,121301,2006,MI,Dearborn Proposal,,Abolish paid parking system in city's west end,0,Vote NO,0.85,,121301_20061105.pdf
MI,Detroit News,121301,2006,MI,Farmington Proposal,,Restate the charter in gender-neutral terms,0,Vote NO,0.85,,121301_20061105.pdf
MI,Detroit News,121301,2006,MI,Ferndale Proposal,,Create Human Rights Ordinance on gay rights,0,Vote NO,0.85,,121301_20061105.pdf
MI,Detroit News,121301,2006,MI,Garden City Proposal,,Increase property taxes 2 mills to build a new library,0,Vote NO,0.85,,121301_20061105.pdf
MI,Detroit News,121301,2006,MI,Grosse Pointe Park Proposal,,$7 million bond proposal in part to encourage replacing duplex housing with single-family homes,0,Vote NO,0.85,,121301_20061105.pdf
MI,Detroit News,121301,2006,MI,Grosse Pointe Woods Proposal,,Create term limits for city officials,0,Vote NO,0.85,,121301_20061105.pdf
MI,Detroit News,121301,2006,MI,Hamtramck Public Schools Proposal,,4.4-mill property tax increase for public recreation and playgrounds,0,Vote NO,0.85,,121301_20061105.pdf
MI,Detroit News,121301,2006,MI,Holly Proposal,,Create a 2-mill property tax increase to fund police,0,Vote NO,0.85,,121301_20061105.pdf
MI,Detroit News,121301,2006,MI,Independence Township Proposal,,0.12-mill property tax increase to borrow $3.1 million for 21 years to build an 'adult activity center',0,Vote NO,0.85,,121301_20061105.pdf
MI,Detroit News,121301,2006,MI,Inkster Proposal,,Approve new charter that shifts discretionary power and department heads,0,Vote NO,0.85,,121301_20061105.pdf
MI,Detroit News,121301,2006,MI,Lincoln Park Schools Proposal,,Renew and increase the 10-year nonhomestead millage rate by 0.78 mill to 18 mills,0,Vote NO,0.85,,121301_20061105.pdf
MI,Detroit News,121301,2006,MI,Lyon Township Proposal,,"10-year, 0.3-mill property tax increase for bonds to upgrade fire vehicles and equipment",0,Vote NO,0.85,,121301_20061105.pdf
MI,Detroit News,121301,2006,MI,Oakland Township Proposal,,Increase 10-year parks and recreation millage renewal from 0.636 mill to 0.75 mill,0,Vote NO,0.85,,121301_20061105.pdf
MI,Detroit News,121301,2006,MI,Oakland Township Proposal,,0.25-mill property tax increase to extend building and maintaining paths and boardwalks,0,Vote NO,0.85,,121301_20061105.pdf
MI,Detroit News,121301,2006,MI,Orion Township Proposal,,"10-year, 0.25-mill tax increase for operating and maintaining an 'older persons' building'",0,Vote NO,0.85,,121301_20061105.pdf
MI,Detroit News,121301,2006,MI,Orion Township Proposal,,$5.95 million bond plan for older persons' building,0,Vote NO,0.85,,121301_20061105.pdf
MI,Detroit News,121301,2006,MI,Oxford Area Schools Proposal,,Renew 10-year 18-mill nonhomestead property tax rate for operating the schools,1,Vote YES,0.88,,121301_20061105.pdf
MI,Detroit News,121301,2006,MI,Oxford Township Proposal,,"10-year, 0.25-mill tax increase for operating and maintaining an 'older persons' building'",0,Vote NO,0.85,,121301_20061105.pdf
MI,Detroit News,121301,2006,MI,Oxford Township Proposal,,$2.82 million bond plan for older persons' building,0,Vote NO,0.85,,121301_20061105.pdf
MI,Detroit News,121301,2006,MI,Pontiac Proposal,,"1-mill, 10-year tax increase for police",0,Vote NO,0.85,,121301_20061105.pdf
MI,Detroit News,121301,2006,MI,Pontiac Proposal,,"10-year, 0.5-mill tax hike for youth recreational programs",0,Vote NO,0.85,,121301_20061105.pdf
MI,Detroit News,121301,2006,MI,Pontiac Proposal,,Increase taxes by 0.5 mill to provide services for senior citizens,0,Vote NO,0.85,,121301_20061105.pdf
MI,Detroit News,121301,2006,MI,Pontiac Public Schools Proposal,,Renew 18.5-mill nonhomestead property tax rate for operating the schools for 10 years,1,Vote YES,0.88,,121301_20061105.pdf
MI,Detroit News,121301,2006,MI,Proposal,1,"State park, hunting, fishing and other conservation fees can only be spent for conservation and recreation purposes",0,Vote NO; not needed since funds have been raided only once,0.92,,121301_20061105.pdf
MI,Detroit News,121301,2006,MI,Proposal,2,"Ban government and public universities from using affirmative action programs that give preferential treatment based on race, gender, color, ethnicity or national origin for employment, education or contracting",0,Vote NO; should not be in state Constitution,0.92,,121301_20061105.pdf
MI,Detroit News,121301,2006,MI,Proposal,3,Re-establish a mourning dove hunting season in Michigan,1,"Vote YES; doves plentiful, hunting would be economic boon",0.92,,121301_20061105.pdf
MI,Detroit News,121301,2006,MI,Proposal,4,Codify Michigan case law that severely restricts the government's ability to take private property,1,Vote YES,0.92,,121301_20061105.pdf
MI,Detroit News,121301,2006,MI,Proposal,5,Require annual increased state funding equal to rate of inflation for public schools and colleges; reduce and cap retirement contributions and shift remainder to the state,0,Most offensive ballot initiative in years; money grab by union,0.92,,121301_20061105.pdf
MI,Detroit News,121301,2006,MI,Ray Township Proposal,,"$58,000 annual millage hike so library can join a cooperative",0,Vote NO,0.85,,121301_20061105.pdf
MI,Detroit News,121301,2006,MI,Rochester Proposal,,Renew 0.2-mill tax for creating and maintaining bike paths and pedestrian trails with a 0.1858-mill tax for 20 years,0,Vote NO,0.85,,121301_20061105.pdf
MI,Detroit News,121301,2006,MI,Roseville Proposal,,Increase charter millage limitation to 20 mills from 15 mills,0,Vote NO,0.85,,121301_20061105.pdf
MI,Detroit News,121301,2006,MI,Southgate Proposal,,Appoint an independent body of people to take over Board of Trustees,0,Vote NO,0.85,,121301_20061105.pdf
MI,Detroit News,121301,2006,MI,Southgate Proposal,,2-mill property tax increase for street improvements,0,Vote NO,0.85,,121301_20061105.pdf
MI,Detroit News,121301,2006,MI,Sterling Heights Proposal,F,$5 million in bonds to upgrade three fire stations,1,Vote YES,0.88,,121301_20061105.pdf
MI,Detroit News,121301,2006,MI,Sterling Heights Proposal,P,$23 million in bonds for new police station and to renovate current police station for other agencies,0,Vote NO,0.88,,121301_20061105.pdf
MI,Detroit News,121301,2006,MI,Sumpter Township Proposal,,"1-mill property tax increase for capital expenses, operations and maintenance of public safety dispatch services",0,Vote NO,0.85,,121301_20061105.pdf
MI,Detroit News,121301,2006,MI,Sylvan Lake Proposal,,"0.33-mill, 20-year property tax increase to acquire land, build and equip a community center",0,Vote NO,0.85,,121301_20061105.pdf
MI,Detroit News,121301,2006,MI,Sylvan Lake Proposal,,"Create 0.13-mill property tax increase to borrow $200,000 for 20 years for a new city hall",0,Vote NO,0.85,,121301_20061105.pdf
MI,Detroit News,121301,2006,MI,Sylvan Lake Proposal,,"Impose 0.385-mill tax increase to operate, maintain and improve recreational facilities",0,Vote NO,0.85,,121301_20061105.pdf
MI,Detroit News,121301,2006,MI,Utica Proposal,,$2.5 million in bonds to build new police station or create addition to city hall,0,Vote NO,0.85,,121301_20061105.pdf
MI,Detroit News,121301,2006,MI,Walled Lake Proposal,,0.59-mill tax increase to join the Suburban Mobility Authority for Regional Transportation (SMART) bus system,1,Vote YES,0.85,,121301_20061105.pdf
MI,Detroit News,121301,2006,MI,Waterford Proposal,,"20-year, 0.8-mill tax increase for a senior center, recreation center and other activities, plus funding the staffing and operating of the Parks and Recreation Department",0,Vote NO,0.85,,121301_20061105.pdf
MI,Detroit News,121301,2006,MI,Wixom Proposal,,Increase the annual library millage 0.215 mill to 1.08 mills for 10 years,0,Vote NO,0.85,,121301_20061105.pdf
MI,Detroit News,121301,2006,MI,Wyandotte Proposal,,Put city-owned cable television and other telecommunications systems within the charter so residents later can vote on whether to sell them,1,Vote YES,0.85,,121301_20061105.pdf
MI,Detroit News,121301,2008,MI,Chesterfield Township Proposal,,"Renew and increase property tax for Fire Department by 0.5 mill to 2 mills for five years, yielding $900,000 annually",1,Vote YES,0.88,,121301_20081103.pdf
MI,Detroit News,121301,2008,MI,Ferndale Proposal,,Create a law to let the National Organization for Positive Medicine distribute and sell medical marijuana to patients under court order,0,Vote NO,0.85,,121301_20081103.pdf
MI,Detroit News,121301,2008,MI,Hamtramck Proposal,,"Keep city ordinance prohibiting discrimination in housing and employment, including for sexual orientation",1,Vote YES,0.88,,121301_20081103.pdf
MI,Detroit News,121301,2008,MI,Hamtramck Proposal,,Amend the charter to subject any council proposal to increase the existing property tax rate of 8.1 mills to a vote of the people,1,Vote YES,0.85,,121301_20081103.pdf
MI,Detroit News,121301,2008,MI,Lincoln Consolidated Schools Proposal,,"Increase property taxes 0.1 mill for five years, generating $100,000 a year, to fund community recreation programs the district used to finance from its budget",1,Vote YES,0.85,,121301_20081103.pdf
MI,Detroit News,121301,2008,MI,Macomb County Proposal,,"Veterans millage: increase property taxes 0.04 mills for four years, generating $13 million a year, to finance benefits counseling and emergency cash assistance for veterans",1,Vote YES,0.88,,121301_20081103.pdf
MI,Detroit News,121301,2008,MI,Oakland County Proposal,,"Proposed employee merit system modification: updates rules to reflect current practices, doesn't require county residency, changes Personnel Appeal Board process",1,Vote YES,0.88,,121301_20081103.pdf
MI,Detroit News,121301,2008,MI,Pontiac Proposal,,"Amend the charter to create a permanent 2-mill increase in taxes, raising almost $3 million a year for streets",0,Vote NO,0.85,,121301_20081103.pdf
MI,Detroit News,121301,2008,MI,Proposal,08-1,Legislative initiative to permit the use and cultivation of marijuana for specified medical conditions,1,Vote YES,0.92,,121301_20081103.pdf
MI,Detroit News,121301,2008,MI,Proposal,08-2,Constitutional amendment to address human embryonic stem cell research in Michigan by expanding the use of human embryos for any research permitted under federal law with certain limits,1,Vote YES,0.92,,121301_20081103.pdf
MI,Detroit News,121301,2008,MI,River Rouge Ballot Proposal,1,Amend the charter to increase the membership on the board of trustees of the Policemen and Firemen Retirement System to seven members from five,1,Vote YES,0.85,,121301_20081103.pdf
MI,Detroit News,121301,2008,MI,River Rouge Ballot Proposal,2,"Increase terms of office for mayor, clerk, treasurer, assessor, commissioners and constables to four years from two years",1,Vote YES,0.85,,121301_20081103.pdf
MI,Detroit News,121301,2008,MI,Rochester Hills Charter Amendment,1,"Require that council members or candidates not be in default of payment on any tax, assessment or obligation owed the city",1,Vote YES,0.88,,121301_20081103.pdf
MI,Detroit News,121301,2008,MI,Rochester Hills Charter Amendment,2,Create a procedure following an investigation and hearing that would let five of seven members vote to throw a council member out of office for violation of the charter,1,Vote YES,0.88,,121301_20081103.pdf
MI,Detroit News,121301,2008,MI,Rochester Hills Charter Amendment,3,Require that a council member forfeit office after being convicted of a felony,1,Vote YES,0.88,,121301_20081103.pdf
MI,Detroit News,121301,2008,MI,Rochester Hills Charter Amendment,4,"Require that a mayor or mayoral candidate not be in default on payment on any tax, assessment or obligation owed the city",1,Vote YES,0.88,,121301_20081103.pdf
MI,Detroit News,121301,2008,MI,Rochester Hills Charter Amendment,5,Require that a mayor forfeit office after being convicted of a felony,1,Vote YES,0.88,,121301_20081103.pdf
MI,Detroit News,121301,2008,MI,Rochester Hills Charter Amendment,6,Move the chief accounting duties from the clerk to the mayor's office,1,Vote YES,0.88,,121301_20081103.pdf
MI,Detroit News,121301,2008,MI,Southfield Public Schools Proposal,,"Partial renewal of an expiring 19.63-mill property tax for operations, with rates of 18 mills on commercial property and up to 7.6 mills on residences for six years",1,Vote YES,0.88,,121301_20081103.pdf
MI,Detroit News,121301,2008,MI,Wixom Proposal,,Amend charter to renew a 1.15-mill property tax to fix and maintain roads and streets for 15 years starting in 2011,1,Vote YES,0.85,,121301_20081103.pdf
MI,Detroit News,121301,2008,MI,Wixom Proposal,,Amend charter to renew a 0.3-mill property tax to fix and repair sidewalks for 15 years,1,Vote YES,0.85,,121301_20081103.pdf
MI,Detroit News,121301,2014,MI,Statewide Ballot Proposal,,Wolf Hunting,1,Vote YES,0.92,,121301_20141103.pdf
MI,Detroit News,121301,2016,MI,Detroit Proposal,A,Community benefits agreement Proposal A,0,"Both A and B are bad, but B is better; A opposed in favor of B",0.85,,121301_20161011.pdf
MI,Detroit News,121301,2016,MI,Detroit Proposal,B,Community benefits agreement Proposal B,1,"Both A and B are bad, but B is better - News leans toward B",0.85,,121301_20161011.pdf
MI,Detroit News,121301,2016,MI,Regional Transit Authority Tax,,Regional Transit Authority tax,1,Vote YES,0.92,,121301_20161011.pdf
MI,Detroit News,121301,2016,MI,Wayne County Proposal,,Wayne Regional Educational Service Agency tax,0,Vote NO,0.92,,121301_20161011.pdf
MI,Detroit News,121301,2018,MI,Proposal,1,Regulate Marijuana Like Alcohol,0,Vote NO,0.95,,121301_20181025.pdf
MI,Detroit News,121301,2018,MI,Proposal,2,Voters Not Politicians (independent redistricting commission),0,Vote NO,0.95,,121301_20181025.pdf
MI,Detroit News,121301,2018,MI,Proposal,3,Promote the Vote (voting rights amendments),0,Vote NO,0.95,,121301_20181025.pdf
MI,Detroit News,121301,2018,MI,Wayne County Proposal,,Wayne County Community College District Replacement Operating Millage Proposal,1,Vote YES,0.92,,121301_20181025.pdf
MI,Detroit News,121301,2020,MI,Detroit Proposal,N,$250 million bond proposal for blight removal in Detroit neighborhoods,1,Vote YES,0.92,,121301_20201030_v5.pdf
MI,Detroit News,121301,2020,MI,Proposal,1,Change use of Natural Resources Trust Fund and State Parks Endowment Fund,0,Vote NO; preserve flexibility for future resource use,0.92,,121301_20201030_v14.pdf
MI,Detroit News,121301,2020,MI,Wayne County Proposal,,Wayne RESA countywide enhancement millage to benefit public schools,0,Vote NO,0.92,,121301_20201030_v4.pdf
MI,Detroit News,121301,2022,MI,Proposal,1,Reform state government (term-limits/financial-disclosure ballot proposal),1,Vote YES on Prop 1 to reform state government,0.95,,121301_20221108.pdf
MI,Detroit News,121301,2022,MI,Proposal,2,"Voting rights expansion (early voting, drop boxes, etc.)",0,Vote NO on Prop 2 — 'Make policymakers do their jobs',0.95,,121301_20221108.pdf
MI,Detroit News,121301,2022,MI,Proposal,3,Reproductive Freedom for All — abortion rights constitutional amendment,0,Vote NO on Prop 3 — 'Reject extreme response to abortion',0.95,,121301_20221108.pdf
