state_newspaper,newspaper,newspaper_id,year,office,dist,dname,state_election,cand_name,party,endorsed,d_inc,r_inc,o_inc,notes_endorse,extraction_confidence,source_folder,permid,icpsr,bonica_rid,recipient_cfscore,dwnom1,dwnom2,dime_party_code,dime_match_score,dime_match_confidence,bioname_voteview,voteview_match_score,voteview_match_confidence,sler_id,sler_name,sler_vote,sler_outcome,sler_party,sler_match_score,sler_match_confidence,merge_conflict
CA,CHICO ENTERPRISE RECORD,101500,2000,CITY COUNCIL,,,CA,"NGUYEN-TAN, DAN",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,2000,CITY COUNCIL,,,CA,"WAHL, LARRY",Republican,1,,1,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,2000,CITY COUNCIL,,,CA,"WHITE, ALAN",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,2000,CITY COUNCIL,,,CA,"WOLFE, NANCY",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,2000,CNTY COMM,1,,CA,"BEELER, BOB",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,2000,CNTY COMM,5,,CA,"FULTON, LEN",Democrat,1,1,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,2000,H,2,,CA,"HERGER, WALLY",Democrat,1,1,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,2000,JUDGE,,,CA,"BENSON, STEPHEN",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,2000,JUDGE,,,CA,"REILLEY, JAMES",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,2000,PRESIDENT,,,CA,"BUSH, GEORGE",Republican,1,,,,,,Chico Enterprise Record,6898,99908,cand3332nominee,0.98,0.557,-0.547,200,100,1,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,2000,SENATOR,,,CA,"FEINSTEIN, DIANE",Democrat,1,1,,,,,Chico Enterprise Record,6898,49300,cand1616,-0.763,-0.268,-0.184,100,96,1,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,2000,STATE REP,3,,CA,"AANESTAD, SAM",Republican,1,,1,,,,Chico Enterprise Record,6898,H2CA01110,cand40377,0.842,,,200,83,0.7,,,,13573,"aanestad, samuel m.",99336.0,w,modernrepublican,81,0.7,
CA,CHICO ENTERPRISE RECORD,101500,2002,CITY COUNCIL,,,CA,"BRADFORD, ROSS",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,2002,CITY COUNCIL,,,CA,"HERBERT, DAN",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,2002,CITY COUNCIL,,,CA,"KIRK, MAUREEN",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,2002,CITY COUNCIL,,,CA,"LOTTER, SCOTT",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,2002,CITY COUNCIL,,,CA,"WILSON, JERRY",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,2002,GOVERNOR,,,CA,"SIMON, BILL",Republican,1,1,,,,,Chico Enterprise Record,6898,CA48993,cand162175,1.09,,,200,100,1,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,2002,H,,,CA,"HERGER, WALLY",Democrat,1,1,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,2002,STATE REP,3,,CA,"KEENE, RICK",Republican,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,14756,"keene, rick",78225.0,w,modernrepublican,100,1,
CA,CHICO ENTERPRISE RECORD,101500,2002,STATE REP,2,,CA,"LAMALFA, DOUG",Republican,1,,,,,,Chico Enterprise Record,6898,21302,cand28663,0.992,0.541,0.01,200,100,1,,,,14246,"lamalfa, doug",79361.0,w,modernrepublican,100,1,
CA,CHICO ENTERPRISE RECORD,101500,2002,STATE SENATOR,3,,CA,"AANESTAD, SAM",Republican,1,,1,,,,Chico Enterprise Record,6898,H2CA01110,cand40377,0.842,,,200,83,0.7,,,,13573,"aanestad, samuel m.",148023.0,w,modernrepublican,81,0.7,
CA,CHICO ENTERPRISE RECORD,101500,2018,CITY COUNCIL,,,CA,"BERRY, JACK",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,2018,CITY COUNCIL,,,CA,"COOLIDGE, ANDREW",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,2018,CITY COUNCIL,,,CA,"GALLAWAY, MATT",Republican,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,2018,CITY COUNCIL,,,CA,"HATLEY, ART",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,2018,CITY COUNCIL,,,CA,"HUBER, SCOTT",Democrat,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,2018,CITY COUNCIL,,,CA,"PITTMAN, DAVID",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,2018,H,1,,CA,"DENNEY, AUDREY",Democrat,1,,1,,,,Chico Enterprise Record,6898,H8CA01257,cand143967,-1.097,,,100,93,1,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,2018,MAYOR,,,CA,"GOODSON, JANET",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,2019,CNTY COMM,3,,CA,"EVANS, BOB",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,2019,CNTY COMM,2,,CA,"WAHL, LARRY",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,2020,CITY COUNCIL,5,,CA,"COOLIDGE, ANDREW",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,2020,CITY COUNCIL,1,,CA,"MORGAN, SEAN",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,2020,CITY COUNCIL,7,,CA,"OBER, RICH",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,2020,CITY COUNCIL,3,,CA,"SCHWAB, ANN",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,2020,CITY COUNCIL,7,,CA,"TANDON, DEEPIKA",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,2020,H,1,,CA,"DENNEY, AUDREY",Democrat,1,,1,,,,Chico Enterprise Record,6898,H8CA01257,cand143967,-1.097,,,100,93,1,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,2020,H,1,,CA,"LAMALFA, DOUG",Republican,1,,1,,,,Chico Enterprise Record,6898,21302,cand28663,0.992,0.541,0.01,200,100,1,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,2020,PRESIDENT,,,CA,"BIDEN, JOE",Democrat,1,,1,,,,Chico Enterprise Record,6898,14101nominee,cand221nominee,-1.006,-0.314,-0.042,100,71,0.7,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,2020,STATE REP,3,,CA,"GALLAGHER, JAMES",Republican,1,,1,,,,Chico Enterprise Record,6898,CA_CP1357069,cand144115,0.595,,,328,100,1,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,2021,CITY COUNCIL,3,,CA,"BENNETT, DALE",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,2021,CITY COUNCIL,,,CA,"O'BRIEN, MIKE",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,2022,ASSESSOR,,,CA,"HOWARD, MICHAEL",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,2022,CITY COUNCIL,3,,CA,"MCDANIEL, MONICA",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,2022,CITY COUNCIL,4,,CA,"NAVA, NICHOLE",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,2022,CITY COUNCIL,2,,CA,"REYNOLDS, KASEY",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,2022,CITY COUNCIL,6,,CA,"VAN OVERBEEK, TOM",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,2022,CNTY COMM,2,,CA,"LUCERO, DEBRA",Democrat,1,1,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,2022,CNTY COMM,3,,CA,"RITTER, TAMI",Democrat,1,1,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,2024,CNTY COMM,4,,CA,"KIMMELSHUE, TOD",,1,,,1,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,2024,CNTY COMM,5,,CA,"TEETER, DOUG",Republican,1,,1,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1882,STRAIGHT TICKET,,,CA,STRAIGHT TICKET,Republican,1,,,,straight ticket endorsement (R),,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1884,STRAIGHT TICKET,,,CA,STRAIGHT TICKET,Republican,1,,,,straight ticket endorsement (R),,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1886,STRAIGHT TICKET,,,CA,STRAIGHT TICKET,Republican,1,,,,straight ticket endorsement (R),,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1888,STRAIGHT TICKET,,,CA,STRAIGHT TICKET,Republican,1,,,,straight ticket endorsement (R),,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1890,STRAIGHT TICKET,,,CA,STRAIGHT TICKET,Republican,1,,,,straight ticket endorsement (R),,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1892,STRAIGHT TICKET,,,CA,STRAIGHT TICKET,Republican,1,,,,straight ticket endorsement (R),,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1894,STRAIGHT TICKET,,,CA,STRAIGHT TICKET,Republican,1,,,,straight ticket endorsement (R),,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1896,STRAIGHT TICKET,,,CA,STRAIGHT TICKET,Republican,1,,,,straight ticket endorsement (R),,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1898,STRAIGHT TICKET,,,CA,STRAIGHT TICKET,Republican,1,,,,straight ticket endorsement (R),,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1900,STRAIGHT TICKET,,,CA,STRAIGHT TICKET,Republican,1,,,,straight ticket endorsement (R),,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1902,STRAIGHT TICKET,,,CA,STRAIGHT TICKET,Republican,1,,,,straight ticket endorsement (R),,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1904,STRAIGHT TICKET,,,CA,STRAIGHT TICKET,Republican,1,,,,straight ticket endorsement (R),,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1906,STRAIGHT TICKET,,,CA,STRAIGHT TICKET,Republican,1,,,,straight ticket endorsement (R),,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1908,STRAIGHT TICKET,,,CA,STRAIGHT TICKET,Republican,1,,,,straight ticket endorsement (R),,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1910,STRAIGHT TICKET,,,CA,STRAIGHT TICKET,Republican,1,,,,straight ticket endorsement (R),,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1912,STRAIGHT TICKET,,,CA,STRAIGHT TICKET,Republican,1,,,,"straight ticket endorsement (R), though kind of implied (Taft support)",,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1914,CNTY SUPERVISOR,1,LOS ANGELES,CA,"MANNING, C. D.",Nonpartisan,1,,,,,,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1914,LT GOVERNOR,,,CA,"SNYDER, JO V.",Democrat,1,,,,no republican candidate,,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1914,STATE REP,61,,CA,"MCDONALD, FRANK A.",Republican,0,,,,explicit non-endorsement,,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1914,STATE REP,71,,CA,"SHEPARD, F. M.",Progressive,0,,,,explicit non-endorsement,,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1914,STRAIGHT TICKET,,,CA,STRAIGHT TICKET,Republican,1,,,,"straight ticket endorsement (R), but also endorses individual candidates, some Ds when an R is not running against them (e.g. LT GOV), and some progressives - non Republican endorsements recorded for this year",,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1916,STRAIGHT TICKET,,,CA,STRAIGHT TICKET,Republican,1,,,,straight ticket endorsement (R),,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1918,GOVERNOR,,,CA,"STEPHENS, WILLIAM D.",Republican,1,,,,,,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1918,H,9,9,CA,"FLOWERS, MONTAVILLE",Republican,1,,1,,,,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1918,H,10,10,CA,"OSBORNE, HENRY Z.",Bipartisan,1,,,1,,,Los Angeles Times,1419,7093,,,0.337,-0.178,,,,"OSBORNE, Henry Zenas",86,1,,,,,,,,
CA,LOS ANGELES TIMES,103000,1918,JUDGE,,,CA,"LENNON, THOMAS J.",,1,,,,,,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1918,JUDGE,,,CA,"WILBUR, CURTIS D.",,1,,,,,,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1918,LT GOVERNOR,,,CA,"SNYDER, JO V.",Democrat,1,,,,,,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1920,STRAIGHT TICKET,,,CA,STRAIGHT TICKET,Republican,1,,,,straight ticket endorsement (R),,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1922,ATTORNEY GENERAL,,,CA,"WEBB, U.S.",,1,,,1,,,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1922,COMPTROLLER,,,CA,"RILEY, RAY L.",,1,,,,,,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1922,GOVERNOR,,,CA,"RICHARDSON, FRIEND WILLIAM",,1,,,,,,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1922,H,9,9,CA,"LINEBERGER, WALTER F.",,1,,,,,,Los Angeles Times,1419,5683,,,0.305,0.324,,,,"LINEBERGER, Walter Franklin",83,0.7,,,,,,,,
CA,LOS ANGELES TIMES,103000,1922,H,10,10,CA,"OSBORNE, H.Z.",,1,,,1,,,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1922,JUDGE,,,CA,"SHURTLEFF, CHARLES A.",,1,,,,,,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1922,JUDGE,,,CA,"SLOANE, WILLIAM A.",,1,,,,,,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1922,JUDGE,,,CA,"WASTE, WILLIAM H.",,1,,,,,,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1922,JUDGE,,,CA,"WILBUR, CURTIS D.",,1,,,,,,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1922,LAND COMMISSIONER,,,CA,"KINGSBURY, W.S.",,1,,,1,,,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1922,LT GOVERNOR,,,CA,,,1,,,,NO ENDORSEMENT,,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1922,SEC OF STATE,,,CA,"JORDAN, FRANK C.",,1,,,1,,,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1922,STATE BOARD OF ED,,,CA,"WOOD, WILL C.",,1,,1,,,,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1922,TREASURER,,,CA,"JOHNSON, CHARLES G.",,1,,,,,,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1924,H,10,10,CA,"FREDERICKS, J.D.",Republican,1,,,,,,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1924,H,9,9,CA,"LINEBERGER, WALTER F.",Republican,1,,1,,,,Los Angeles Times,1419,5683,,,0.305,0.324,,,,"LINEBERGER, Walter Franklin",83,0.7,,,,,,,,
CA,LOS ANGELES TIMES,103000,1924,JUDGE,,,CA,"MYERS, LOUIS W.",,1,,,,,,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1924,JUDGE,,,CA,"RICHARDS, JOHN E.",,1,,,,,,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1924,JUDGE,,,CA,"SHENK, JOHN W.",,1,,,,,,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1924,STRAIGHT TICKET,,,CA,STRAIGHT TICKET,Republican,1,,,,"straight ticket endorsement (R), for all partisan offices",,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1926,STRAIGHT TICKET,,,CA,STRAIGHT TICKET,Republican,1,,,,"straight ticket endorsement (R), for all partisan offices",,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1928,STRAIGHT TICKET,,,CA,STRAIGHT TICKET,Republican,1,,,,"straight ticket endorsement (R), for all partisan offices",,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1930,COMPTROLLER,,,CA,"RILEY, RAY L.",Republican,1,,1,,,,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1930,GOVERNOR,,,CA,"ROLPH, JAMES, JR.",Republican,1,,,,,,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1930,H,10,10,CA,"CRAIL, JOE",Republican,1,,1,,,,Los Angeles Times,1419,2140,,,0.316,0.108,,,,"CRAIL, Joe",100,1,,,,,,,,
CA,LOS ANGELES TIMES,103000,1930,LT GOVERNOR,,,CA,"MERRIAM, FRANK P.",Republican,1,,,,,,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1930,SEC OF STATE,,,CA,"JORDAN, FRANK C.",Republican,1,,1,,,,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1930,STATE BOARD OF ED,,,CA,"CATTELL, H.G.",Republican,1,,,,,,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1930,TREASURER,,,CA,"JOHNSON, CHARLES G.",Republican,1,,1,,,,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1940,H,16,16,CA,"FORD, LELAND MERRITT",Bipartisan,1,,,1,,,Los Angeles Times,1419,3270,,,0.211,0.201,,,,"FORD, Leland Merritt",100,1,,,,,,,,
CA,LOS ANGELES TIMES,103000,1940,H,14,14,CA,"HERBERTS, HERBERT L.",Republican,1,1,,,,,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1940,H,11,11,CA,"HINSHAW, JOHN CARL WILLIAM",Bipartisan,1,,,1,,,Los Angeles Times,1419,4450,,,0.148,-0.284,,,,"HINSHAW, John Carl Williams",98,1,,,,,,,,
CA,LOS ANGELES TIMES,103000,1940,H,17,17,CA,"HIX, CLIFTON A.",Republican,1,1,,,,,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1940,H,18,18,CA,"JOHNSON, WILLIAM WARD",Republican,1,,,,,,Los Angeles Times,1419,4999,,,0.374,0.054,,,,"JOHNSON, William Ward",100,1,,,,,,,,
CA,LOS ANGELES TIMES,103000,1940,H,12,12,CA,"MINGER, IRWIN W.",Republican,1,1,,,,,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1940,H,15,15,CA,"NELSON, NORRIS J.",Bipartisan,1,1,,,,,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1940,SENATOR,,,CA,"JOHNSON, HIRAM WARREN",Republican,1,,1,,,,Los Angeles Times,1419,4962,,,0.294,0.714,,,,"JOHNSON, Hiram Warren",100,1,,,,,,,,
CA,LOS ANGELES TIMES,103000,1942,ATTORNEY GENERAL,,,CA,"WARE, WALLACE L.",Republican,1,,,,,,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1942,COMPTROLLER,,,CA,"RILEY, HARRY B.",Bipartisan,1,,,1,,,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1942,GOVERNOR,,,CA,"WARREN, EARL",Republican,1,1,,,,,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1942,H,19,19,CA,"CASJENS, CARLTON H.",Republican,1,,,,,,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1942,H,15,15,CA,"COSTELLO, JOHN MARTIN",Bipartisan,1,,,1,,,Los Angeles Times,1419,2081,,,-0.087,0.277,,,,"COSTELLO, John Martin",100,1,,,,,,,,
CA,LOS ANGELES TIMES,103000,1942,H,16,16,CA,"FORD, LELAND MERRITT",Republican,1,,1,,,,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1942,H,20,20,CA,"HINSHAW, JOHN CARL WILLIAM",Republican,1,,1,,,,Los Angeles Times,1419,4450,,,0.148,-0.284,,,,"HINSHAW, John Carl Williams",98,1,,,,,,,,
CA,LOS ANGELES TIMES,103000,1942,H,18,18,CA,"JOHNSON, WILLIAM WARD",Republican,1,,1,,,,Los Angeles Times,1419,4999,,,0.374,0.054,,,,"JOHNSON, William Ward",100,1,,,,,,,,
CA,LOS ANGELES TIMES,103000,1942,H,13,13,CA,"POULSON, NORRIS",Republican,1,1,,,,,Los Angeles Times,1419,7566,,,0.207,-0.424,,,,"POULSON, C. Norris",90,1,,,,,,,,
CA,LOS ANGELES TIMES,103000,1942,H,21,21,CA,"SHEPPARD, HARRY RICHARD",Bipartisan,1,,,1,,,Los Angeles Times,1419,8444,,,-0.27,0.279,,,,"SHEPPARD, Harry Richard",100,1,,,,,,,,
CA,LOS ANGELES TIMES,103000,1942,H,12,12,CA,"SHULER, ROBERT P. (BOB)",Bipartisan,1,1,,,,,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1942,LT GOVERNOR,,,CA,"HOUSER, FREDERICK F.",Republican,1,1,,,,,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1942,SEC OF STATE,,,CA,"JORDAN, FRANK M.",Republican,1,,,,,,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1942,TREASURER,,,CA,"JOHNSON, CHARLES G.",Bipartisan,1,,,1,,,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1944,H,14,14,CA,"CAMPBELL, WILLIAM D.",Republican,1,,,,,,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1944,H,19,19,CA,"CASJENS, CARLTON H.",Republican,1,1,,,,,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1944,H,20,20,CA,"HINSHAW, JOHN CARL WILLIAM",Republican,1,,1,,,,Los Angeles Times,1419,4450,,,0.148,-0.284,,,,"HINSHAW, John Carl Williams",98,1,,,,,,,,
CA,LOS ANGELES TIMES,103000,1944,H,18,18,CA,"JOHNSON, WILLIAM WARD",Republican,1,,1,,,,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
CA,LOS ANGELES TIMES,103000,1944,H,16,16,CA,"KELLEMS, JESSE RANDOLPH",Republican,1,,,,,,Los Angeles Times,1419,,,,,,,,,,,,,,,,,,,
