state_newspaper,newspaper,newspaper_id,year,state_election,prop_type,prop_num,prop_desc,endorsed,notes_endorse,extraction_confidence
AZ,Arizona Daily Star,100750,1964,AZ,BALLOT MEASURE,102,AD VALOREM TAX EXEMPTION TO CHAIN STORES AND BUSINESSES ON INVENTORIES,0,VOTE NO; THESE PEOPLE SHOULD PAY FAIR AMOUNT IN TAXES PHASE 1 PROP_TYPE NORMALIZATION (AZ-SPECIFIC: PROPOSITION/STATE/LOCAL → BALLOT MEASURE/REFERENDUM; EMPTY → AMENDMENT FOR 1986/1988 CONSTITUTIONAL AMENDMENTS). | Phase 11 direction verified (sample OCR-confirmed),0.95
AZ,Arizona Daily Star,100750,1964,AZ,BALLOT MEASURE,102,AD VALOREM TAX EXEMPTION TO CHAIN STORES,0,VOTE NO PHASE 1 PROP_TYPE NORMALIZATION (AZ-SPECIFIC: PROPOSITION/STATE/LOCAL → BALLOT MEASURE/REFERENDUM; EMPTY → AMENDMENT FOR 1986/1988 CONSTITUTIONAL AMENDMENTS). | Phase 11 direction verified (sample OCR-confirmed),0.95
AZ,Arizona Daily Star,100750,1964,AZ,BALLOT MEASURE,103,SCHOOL FINANCE EQUALIZATION - LEGISLATURE TO CHOOSE METHOD,1,VOTE YES PHASE 1 PROP_TYPE NORMALIZATION (AZ-SPECIFIC: PROPOSITION/STATE/LOCAL → BALLOT MEASURE/REFERENDUM; EMPTY → AMENDMENT FOR 1986/1988 CONSTITUTIONAL AMENDMENTS). | Phase 11 direction verified (sample OCR-confirmed),0.95
AZ,Arizona Daily Star,100750,1964,AZ,BALLOT MEASURE,103,SCHOOL FINANCE EQUALIZATION,1,VOTE YES PHASE 1 PROP_TYPE NORMALIZATION (AZ-SPECIFIC: PROPOSITION/STATE/LOCAL → BALLOT MEASURE/REFERENDUM; EMPTY → AMENDMENT FOR 1986/1988 CONSTITUTIONAL AMENDMENTS). | Phase 11 direction verified (sample OCR-confirmed),0.95
AZ,Arizona Daily Star,100750,1964,AZ,BALLOT MEASURE,104,EXTEND TERM OF COUNTY OFFICERS FROM TWO TO FOUR YEARS,1,VOTE YES; STAR BELIEVES IN MINIMUM FOUR-YEAR TERMS PHASE 1 PROP_TYPE NORMALIZATION (AZ-SPECIFIC: PROPOSITION/STATE/LOCAL → BALLOT MEASURE/REFERENDUM; EMPTY → AMENDMENT FOR 1986/1988 CONSTITUTIONAL AMENDMENTS). | Phase 11 direction verified (sample OCR-confirmed),0.95
AZ,Arizona Daily Star,100750,1964,AZ,BALLOT MEASURE,200,REPEAL FULL-CREW LAWS APPLYING TO RAILROAD TRAINS,1,VOTE YES; AUTOMATION MUST BE ALLOWED PHASE 1 PROP_TYPE NORMALIZATION (AZ-SPECIFIC: PROPOSITION/STATE/LOCAL → BALLOT MEASURE/REFERENDUM; EMPTY → AMENDMENT FOR 1986/1988 CONSTITUTIONAL AMENDMENTS). | Phase 11 direction verified (sample OCR-confirmed),0.95
AZ,Arizona Daily Star,100750,1968,AZ,BALLOT MEASURE,100,VETERANS TAX EXEMPTION REDUCTION,1,VOTE YES PHASE 1 PROP_TYPE NORMALIZATION (AZ-SPECIFIC: PROPOSITION/STATE/LOCAL → BALLOT MEASURE/REFERENDUM; EMPTY → AMENDMENT FOR 1986/1988 CONSTITUTIONAL AMENDMENTS). | Phase 11 direction verified (sample OCR-confirmed),0.95
AZ,Arizona Daily Star,100750,1968,AZ,BALLOT MEASURE,101,WIDOWS TAX EXEMPTION REDUCTION,1,VOTE YES PHASE 1 PROP_TYPE NORMALIZATION (AZ-SPECIFIC: PROPOSITION/STATE/LOCAL → BALLOT MEASURE/REFERENDUM; EMPTY → AMENDMENT FOR 1986/1988 CONSTITUTIONAL AMENDMENTS). | Phase 11 direction verified (sample OCR-confirmed),0.95
AZ,Arizona Daily Star,100750,1968,AZ,BALLOT MEASURE,102,HOUSEHOLD GOODS TAX EXEMPTION,1,VOTE YES PHASE 1 PROP_TYPE NORMALIZATION (AZ-SPECIFIC: PROPOSITION/STATE/LOCAL → BALLOT MEASURE/REFERENDUM; EMPTY → AMENDMENT FOR 1986/1988 CONSTITUTIONAL AMENDMENTS). | Phase 11 direction verified (sample OCR-confirmed),0.95
AZ,Arizona Daily Star,100750,1968,AZ,BALLOT MEASURE,103,MOBILE HOMES TAX,1,VOTE YES PHASE 1 PROP_TYPE NORMALIZATION (AZ-SPECIFIC: PROPOSITION/STATE/LOCAL → BALLOT MEASURE/REFERENDUM; EMPTY → AMENDMENT FOR 1986/1988 CONSTITUTIONAL AMENDMENTS). | Phase 11 direction verified (sample OCR-confirmed),0.95
AZ,Arizona Daily Star,100750,1968,AZ,BALLOT MEASURE,104,FOUR-YEAR TERMS FOR GOVERNOR SECRETARY OF STATE STATE AUDITOR STATE TREASURER ATTORNEY GENERAL AND SUPT OF PUBLIC INSTRUCTION,1,VOTE YES PHASE 1 PROP_TYPE NORMALIZATION (AZ-SPECIFIC: PROPOSITION/STATE/LOCAL → BALLOT MEASURE/REFERENDUM; EMPTY → AMENDMENT FOR 1986/1988 CONSTITUTIONAL AMENDMENTS). | Phase 11 direction verified (sample OCR-confirmed),0.95
AZ,Arizona Daily Star,100750,1968,AZ,BALLOT MEASURE,105,APPOINTIVE CORPORATION COMMISSION,0,VOTE NO PHASE 1 PROP_TYPE NORMALIZATION (AZ-SPECIFIC: PROPOSITION/STATE/LOCAL → BALLOT MEASURE/REFERENDUM; EMPTY → AMENDMENT FOR 1986/1988 CONSTITUTIONAL AMENDMENTS). | Phase 11 direction verified (sample OCR-confirmed),0.95
AZ,Arizona Daily Star,100750,1968,AZ,BALLOT MEASURE,106,INSURANCE DEPARTMENT,1,VOTE YES PHASE 1 PROP_TYPE NORMALIZATION (AZ-SPECIFIC: PROPOSITION/STATE/LOCAL → BALLOT MEASURE/REFERENDUM; EMPTY → AMENDMENT FOR 1986/1988 CONSTITUTIONAL AMENDMENTS). | Phase 11 direction verified (sample OCR-confirmed),0.85
AZ,Arizona Daily Star,100750,1968,AZ,BALLOT MEASURE,107,ABOLISHING STATE EXAMINER'S OFFICE,0,VOTE NO PHASE 1 PROP_TYPE NORMALIZATION (AZ-SPECIFIC: PROPOSITION/STATE/LOCAL → BALLOT MEASURE/REFERENDUM; EMPTY → AMENDMENT FOR 1986/1988 CONSTITUTIONAL AMENDMENTS). | Phase 11 direction verified (sample OCR-confirmed),0.9
AZ,Arizona Daily Star,100750,1968,AZ,BALLOT MEASURE,108,ABOLISHING STATE AUDITOR'S OFFICE,0,VOTE NO PHASE 1 PROP_TYPE NORMALIZATION (AZ-SPECIFIC: PROPOSITION/STATE/LOCAL → BALLOT MEASURE/REFERENDUM; EMPTY → AMENDMENT FOR 1986/1988 CONSTITUTIONAL AMENDMENTS). | Phase 11 direction verified (sample OCR-confirmed),0.95
AZ,Arizona Daily Star,100750,1968,AZ,BALLOT MEASURE,109,LEGISLATIVE COMPENSATION,1,VOTE YES PHASE 1 PROP_TYPE NORMALIZATION (AZ-SPECIFIC: PROPOSITION/STATE/LOCAL → BALLOT MEASURE/REFERENDUM; EMPTY → AMENDMENT FOR 1986/1988 CONSTITUTIONAL AMENDMENTS). | Phase 11 direction verified (sample OCR-confirmed),0.95
AZ,Arizona Daily Star,100750,1968,AZ,BALLOT MEASURE,300,LEGISLATIVE REAPPORTIONMENT; ATTEMPT BY PRESENT LEGISLATURE TO REALIGN LEGISLATIVE DISTRICT BOUNDARIES TO GUARANTEE CONTINUED REPUBLICAN CONTROL,0,GERRYMANDERING RUNS RAMPANT IN THIS PLAN; SHOULD BE DEFEATED. PHASE 1 PROP_TYPE NORMALIZATION (AZ-SPECIFIC: PROPOSITION/STATE/LOCAL → BALLOT MEASURE/REFERENDUM; EMPTY → AMENDMENT FOR 1986/1988 CONSTITUTIONAL AMENDMENTS). | Phase 11 direction verified (sample OCR-confirmed),0.95
AZ,Arizona Daily Star,100750,1968,AZ,BALLOT MEASURE,300,LEGISLATIVE REAPPORTIONMENT,0,VOTE NO PHASE 1 PROP_TYPE NORMALIZATION (AZ-SPECIFIC: PROPOSITION/STATE/LOCAL → BALLOT MEASURE/REFERENDUM; EMPTY → AMENDMENT FOR 1986/1988 CONSTITUTIONAL AMENDMENTS). | Phase 11 direction verified (sample OCR-confirmed),0.95
AZ,Arizona Daily Star,100750,1968,AZ,BALLOT MEASURE,301,"FORCES FIVE MEMBER BOARDS OF SUPERVISORS ON PIMA AND MARICOPA COUNTIES WITHOUT VOTER APPROVAL, MEMBERS ELECTED AT LARGE",0,SHOULD BE DEFEATED. PHASE 1 PROP_TYPE NORMALIZATION (AZ-SPECIFIC: PROPOSITION/STATE/LOCAL → BALLOT MEASURE/REFERENDUM; EMPTY → AMENDMENT FOR 1986/1988 CONSTITUTIONAL AMENDMENTS). | Phase 11 direction verified (sample OCR-confirmed),0.95
AZ,Arizona Daily Star,100750,1968,AZ,BALLOT MEASURE,301,FIVE-MEMBER BOARDS OF SUPERVISORS,0,VOTE NO PHASE 1 PROP_TYPE NORMALIZATION (AZ-SPECIFIC: PROPOSITION/STATE/LOCAL → BALLOT MEASURE/REFERENDUM; EMPTY → AMENDMENT FOR 1986/1988 CONSTITUTIONAL AMENDMENTS). | Phase 11 direction verified (sample OCR-confirmed),0.95
AZ,Arizona Daily Star,100750,1970,AZ,AMENDMENT,100,AMENDMENT RELATING TO BAILABLE OFFENSES AMENDING ARTICLE 2 SECTION 22; PROVIDES FOR DENIAL OF BAIL TO PERSON CHARGED WITH FELONY ADMITTED TO BAIL ON SEPARATE FELONY CHARGE,1,STAR RECOMMENDS YES. | Phase 11 direction verified (sample OCR-confirmed),0.9
AZ,Arizona Daily Star,100750,1970,AZ,AMENDMENT,101,AMENDMENT RELATING TO PAYMENT OF COMPENSATION INTO STATE TREASURY FOR PRIVATE PROPERTY TAKEN OR DAMAGED FOR PUBLIC OR PRIVATE USE,1,STAR RECOMMENDS YES. | Phase 11 direction verified (sample OCR-confirmed),0.9
AZ,Arizona Daily Star,100750,1970,AZ,AMENDMENT,102,AMENDMENT RELATING TO COMPENSATION OF ELECTIVE STATE OFFICERS; AUTHORIZES ESTABLISHMENT OF COMMISSION ON COMPENSATION FOR ELECTIVE STATE OFFICERS,1,STAR RECOMMENDS YES. | Phase 11 direction verified (sample OCR-confirmed),0.9
AZ,Arizona Daily Star,100750,1970,AZ,AMENDMENT,103,AMENDMENT RELATING TO COURTS; PROVIDES FOR ESTABLISHMENT OF COMMISSION ON JUDICIAL QUALIFICATIONS,1,STAR RECOMMENDS YES. | Phase 11 direction verified (sample OCR-confirmed),0.9
AZ,Arizona Daily Star,100750,1970,AZ,AMENDMENT,104,"AMENDMENT RELATING TO USE AND DISTRIBUTION OF VEHICLE, USER, AND GASOLINE AND DIESEL TAX RECEIPTS",1,STAR RECOMMENDS YES. | Phase 11 direction verified (sample OCR-confirmed),0.9
AZ,Arizona Daily Star,100750,1970,AZ,INITIATIVE,105,LEGALIZE LOTTERY UNDER GUISE OF HELPING EDUCATION AND PROVIDING TAX RELIEF,0,VOTE NO; SPONSORS WOULD KEEP 30 PERCENT OF RECEIPTS | Phase 11 direction verified (sample OCR-confirmed),0.95
AZ,Arizona Daily Star,100750,1970,AZ,INITIATIVE,105,INITIATIVE PETITION; ARIZONA EDUCATION AND TAX REDUCTION SWEEPSTAKES LAW; AWARDS ARIZONA SWEEPSTAKES CORPORATION TEN YEAR EXCLUSIVE SWEEPSTAKES LOTTERY LICENSE,0,STAR RECOMMENDS NO ON PROPOSITION 105. | Phase 11 direction verified (sample OCR-confirmed),0.95
AZ,Arizona Daily Star,100750,1970,AZ,BALLOT MEASURE,100,DENY BAIL TO ANYONE FREE ON BAIL ARRESTED ON SECOND FELONY CHARGE,1,VOTE YES PHASE 1 PROP_TYPE NORMALIZATION (AZ-SPECIFIC: PROPOSITION/STATE/LOCAL → BALLOT MEASURE/REFERENDUM; EMPTY → AMENDMENT FOR 1986/1988 CONSTITUTIONAL AMENDMENTS). | Phase 11 direction verified (sample OCR-confirmed),0.95
AZ,Arizona Daily Star,100750,1970,AZ,BALLOT MEASURE,101,SMOOTH MATTER OF EXERCISING PUBLIC RIGHT OF EMINENT DOMAIN,1,VOTE YES PHASE 1 PROP_TYPE NORMALIZATION (AZ-SPECIFIC: PROPOSITION/STATE/LOCAL → BALLOT MEASURE/REFERENDUM; EMPTY → AMENDMENT FOR 1986/1988 CONSTITUTIONAL AMENDMENTS). | Phase 11 direction verified (sample OCR-confirmed),0.95
AZ,Arizona Daily Star,100750,1970,AZ,BALLOT MEASURE,102,CREATE SALARY COMMISSION FOR ELECTIVE OFFICERS,1,VOTE YES PHASE 1 PROP_TYPE NORMALIZATION (AZ-SPECIFIC: PROPOSITION/STATE/LOCAL → BALLOT MEASURE/REFERENDUM; EMPTY → AMENDMENT FOR 1986/1988 CONSTITUTIONAL AMENDMENTS). | Phase 11 direction verified (sample OCR-confirmed),0.95
AZ,Arizona Daily Star,100750,1970,AZ,BALLOT MEASURE,103,QUALIFICATIONS COMMISSION FOR JUDICIAL OFFICERS - PROVIDE WAY FOR REMOVAL OF JUDGES,1,VOTE YES PHASE 1 PROP_TYPE NORMALIZATION (AZ-SPECIFIC: PROPOSITION/STATE/LOCAL → BALLOT MEASURE/REFERENDUM; EMPTY → AMENDMENT FOR 1986/1988 CONSTITUTIONAL AMENDMENTS). | Phase 11 direction verified (sample OCR-confirmed),0.95
AZ,Arizona Daily Star,100750,1970,AZ,BALLOT MEASURE,104,IMPROVE METHOD OF ALLOCATING GASOLINE TAX MONEY,1,VOTE YES; BENEFICIAL TO TUCSON PHASE 1 PROP_TYPE NORMALIZATION (AZ-SPECIFIC: PROPOSITION/STATE/LOCAL → BALLOT MEASURE/REFERENDUM; EMPTY → AMENDMENT FOR 1986/1988 CONSTITUTIONAL AMENDMENTS). | Phase 11 direction verified (sample OCR-confirmed),0.95
AZ,Arizona Daily Star,100750,1972,AZ,AMENDMENT,108,AMEND CONSTITUTION TO ALLOW ISSUANCE OF ANNUAL CAR LICENSES THROUGH EACH OF 12 MONTHS INSTEAD OF JUST DURING FIRST TWO MONTHS OF THE YEAR,1,STAR FAVORS PASSAGE; IMPROVEMENT TOO LONG COMING; STAGGERED REGISTRATION WOULD END LONG APPLICANT LINES. | Phase 11 direction verified (sample OCR-confirmed),0.95
AZ,Arizona Daily Star,100750,1972,AZ,BOND,,10.75 MILLION DOLLAR BOND AUTHORIZATION FOR HOSPITAL ON SOUTHSIDE,1,STAR FAVORS PASSAGE; ENDORSED BY NONPARTISAN HEALTH PLANNING COUNCIL; NEEDED FOR BETTER MEDICAL CARE. | Phase 11 direction verified (sample OCR-confirmed),0.9
AZ,Arizona Daily Star,100750,1972,AZ,BOND,,$10.75 MILLION BONDS FOR NEW 160-BED HOSPITAL ON SOUTHSIDE TO REPLACE PIMA COUNTY HOSPITAL,1,VOTE YES | Phase 11 direction verified (sample OCR-confirmed),0.95
AZ,Arizona Daily Star,100750,1972,AZ,BALLOT MEASURE,,11 STATE PROPOSALS RANGING FROM HIGHER LEGISLATOR PAY TO STATE-CITY REVENUE SHARING,1,VOTE YES ON ALL 11 PHASE 1 PROP_TYPE NORMALIZATION (AZ-SPECIFIC: PROPOSITION/STATE/LOCAL → BALLOT MEASURE/REFERENDUM; EMPTY → AMENDMENT FOR 1986/1988 CONSTITUTIONAL AMENDMENTS). | Phase 11 direction verified (sample OCR-confirmed),0.85
AZ,Arizona Daily Star,100750,1974,AZ,BALLOT MEASURE,100,ALLOW HIGH-LEVEL STATE OFFICERS TO RESIDE OUTSIDE PHOENIX,1,VOTE YES PHASE 1 PROP_TYPE NORMALIZATION (AZ-SPECIFIC: PROPOSITION/STATE/LOCAL → BALLOT MEASURE/REFERENDUM; EMPTY → AMENDMENT FOR 1986/1988 CONSTITUTIONAL AMENDMENTS). | Phase 11 direction verified (sample OCR-confirmed),0.95
AZ,Arizona Daily Star,100750,1974,AZ,BALLOT MEASURE,101,ALLOW GREATER FLEXIBILITY IN TIME TO HOLD RECALL ELECTIONS,0,VOTE NO PHASE 1 PROP_TYPE NORMALIZATION (AZ-SPECIFIC: PROPOSITION/STATE/LOCAL → BALLOT MEASURE/REFERENDUM; EMPTY → AMENDMENT FOR 1986/1988 CONSTITUTIONAL AMENDMENTS). | Phase 11 direction verified (sample OCR-confirmed),0.9
AZ,Arizona Daily Star,100750,1974,AZ,BALLOT MEASURE,102,INVALIDATE BOND OR SPECIAL ASSESSMENT ELECTION WITH LOW TURNOUT,0,"OCR 1974-11-05: ""VOTE NO"". (WAS EMPTY, SET PER OCR.) | Phase 11 direction verified (sample OCR-confirmed)",0.95
AZ,Arizona Daily Star,100750,1974,AZ,BALLOT MEASURE,103,ALLOW UNIFIED SCHOOL DISTRICT TO INCUR DEBTS UP TO 20 PERCENT OF TAX BASE,1,VOTE YES PHASE 1 PROP_TYPE NORMALIZATION (AZ-SPECIFIC: PROPOSITION/STATE/LOCAL → BALLOT MEASURE/REFERENDUM; EMPTY → AMENDMENT FOR 1986/1988 CONSTITUTIONAL AMENDMENTS). | Phase 11 direction verified (sample OCR-confirmed),0.85
AZ,Arizona Daily Star,100750,1974,AZ,BALLOT MEASURE,104,ALLOW PRIVATE PROFIT-MAKING SEWAGE DISPOSAL CORPORATIONS UNDER CORP COMMISSION REGULATION,1,VOTE YES PHASE 1 PROP_TYPE NORMALIZATION (AZ-SPECIFIC: PROPOSITION/STATE/LOCAL → BALLOT MEASURE/REFERENDUM; EMPTY → AMENDMENT FOR 1986/1988 CONSTITUTIONAL AMENDMENTS). | Phase 11 direction verified (sample OCR-confirmed),0.95
AZ,Arizona Daily Star,100750,1974,AZ,BALLOT MEASURE,105,USE STATE HIGHWAY GAS TAX TRUST-FUND MONEY FOR OTHER LOCAL USES,1,VOTE YES PHASE 1 PROP_TYPE NORMALIZATION (AZ-SPECIFIC: PROPOSITION/STATE/LOCAL → BALLOT MEASURE/REFERENDUM; EMPTY → AMENDMENT FOR 1986/1988 CONSTITUTIONAL AMENDMENTS). | Phase 11 direction verified (sample OCR-confirmed),0.95
AZ,Arizona Daily Star,100750,1974,AZ,BALLOT MEASURE,106,LIMIT LEGISLATIVE APPROPRIATIONS TO 8.4 PERCENT OF STATE'S TOTAL PERSONAL INCOME,0,VOTE NO PHASE 1 PROP_TYPE NORMALIZATION (AZ-SPECIFIC: PROPOSITION/STATE/LOCAL → BALLOT MEASURE/REFERENDUM; EMPTY → AMENDMENT FOR 1986/1988 CONSTITUTIONAL AMENDMENTS). | Phase 11 direction verified (sample OCR-confirmed),0.9
AZ,Arizona Daily Star,100750,1974,AZ,BALLOT MEASURE,107,RAISE LEGISLATIVE SALARIES FROM $6000 TO $10000,0,VOTE NO PHASE 1 PROP_TYPE NORMALIZATION (AZ-SPECIFIC: PROPOSITION/STATE/LOCAL → BALLOT MEASURE/REFERENDUM; EMPTY → AMENDMENT FOR 1986/1988 CONSTITUTIONAL AMENDMENTS). | Phase 11 direction verified (sample OCR-confirmed),0.95
AZ,Arizona Daily Star,100750,1974,AZ,BALLOT MEASURE,108,CREATE JUDICIAL SELECTION SYSTEM BY GOVERNOR FROM SPECIAL COMMITTEE RECOMMENDATIONS,1,VOTE YES PHASE 1 PROP_TYPE NORMALIZATION (AZ-SPECIFIC: PROPOSITION/STATE/LOCAL → BALLOT MEASURE/REFERENDUM; EMPTY → AMENDMENT FOR 1986/1988 CONSTITUTIONAL AMENDMENTS). | Phase 11 direction verified (sample OCR-confirmed),0.95
AZ,Arizona Daily Star,100750,1974,AZ,BALLOT MEASURE,300,ELIMINATE 4 PERCENT FOOD SALES TAX BUT REPLACE WITH 5 PERCENT TAX ON OTHER ITEMS,0,VOTE NO PHASE 1 PROP_TYPE NORMALIZATION (AZ-SPECIFIC: PROPOSITION/STATE/LOCAL → BALLOT MEASURE/REFERENDUM; EMPTY → AMENDMENT FOR 1986/1988 CONSTITUTIONAL AMENDMENTS). | Phase 11 direction verified (sample OCR-confirmed),0.95
AZ,Arizona Daily Star,100750,1976,AZ,BALLOT MEASURE,200,PROPOSITION 200,1,VOTE YES PHASE 1 PROP_TYPE NORMALIZATION (AZ-SPECIFIC: PROPOSITION/STATE/LOCAL → BALLOT MEASURE/REFERENDUM; EMPTY → AMENDMENT FOR 1986/1988 CONSTITUTIONAL AMENDMENTS). | Phase 11 direction verified (sample OCR-confirmed),0.85
AZ,Arizona Daily Star,100750,1976,AZ,BALLOT MEASURE,100,REQUIRE SENATE CONFIRMATION OF GUBERNATORIAL APPOINTMENTS (BOARD OF EDUCATION),0,STAR RECOMMENDS NO; STATUTORY PROCEDURE HAS POLITICAL LOOPHOLES. PHASE 1 PROP_TYPE NORMALIZATION (AZ-SPECIFIC: PROPOSITION/STATE/LOCAL → BALLOT MEASURE/REFERENDUM; EMPTY → AMENDMENT FOR 1986/1988 CONSTITUTIONAL AMENDMENTS). | Phase 11 direction verified (sample OCR-confirmed),0.9
AZ,Arizona Daily Star,100750,1976,AZ,BALLOT MEASURE,101,SENATE CONFIRMATION OF GUBERNATORIAL APPOINTMENTS,0,STAR RECOMMENDS NO. PHASE 1 PROP_TYPE NORMALIZATION (AZ-SPECIFIC: PROPOSITION/STATE/LOCAL → BALLOT MEASURE/REFERENDUM; EMPTY → AMENDMENT FOR 1986/1988 CONSTITUTIONAL AMENDMENTS). | Phase 11 direction verified (sample OCR-confirmed),0.9
AZ,Arizona Daily Star,100750,1976,AZ,BALLOT MEASURE,102,SENATE CONFIRMATION OF GUBERNATORIAL APPOINTMENTS,0,STAR RECOMMENDS NO. PHASE 1 PROP_TYPE NORMALIZATION (AZ-SPECIFIC: PROPOSITION/STATE/LOCAL → BALLOT MEASURE/REFERENDUM; EMPTY → AMENDMENT FOR 1986/1988 CONSTITUTIONAL AMENDMENTS). | Phase 11 direction verified (sample OCR-confirmed),0.9
AZ,Arizona Daily Star,100750,1976,AZ,BALLOT MEASURE,103,SENATE CONFIRMATION OF GUBERNATORIAL APPOINTMENTS (BOARD OF REGENTS),0,STAR RECOMMENDS NO. PHASE 1 PROP_TYPE NORMALIZATION (AZ-SPECIFIC: PROPOSITION/STATE/LOCAL → BALLOT MEASURE/REFERENDUM; EMPTY → AMENDMENT FOR 1986/1988 CONSTITUTIONAL AMENDMENTS). | Phase 11 direction verified (sample OCR-confirmed),0.9
AZ,Arizona Daily Star,100750,1976,AZ,BALLOT MEASURE,104,SENATE CONFIRMATION OF GUBERNATORIAL APPOINTMENTS (CORPORATION COMMISSION DIRECTOR OF INSURANCE),0,STAR RECOMMENDS NO. PHASE 1 PROP_TYPE NORMALIZATION (AZ-SPECIFIC: PROPOSITION/STATE/LOCAL → BALLOT MEASURE/REFERENDUM; EMPTY → AMENDMENT FOR 1986/1988 CONSTITUTIONAL AMENDMENTS). | Phase 11 direction verified (sample OCR-confirmed),0.9
AZ,Arizona Daily Star,100750,1976,AZ,BALLOT MEASURE,300,PROPOSITION 300,0,VOTE NO PHASE 1 PROP_TYPE NORMALIZATION (AZ-SPECIFIC: PROPOSITION/STATE/LOCAL → BALLOT MEASURE/REFERENDUM; EMPTY → AMENDMENT FOR 1986/1988 CONSTITUTIONAL AMENDMENTS). | Phase 11 direction verified (sample OCR-confirmed),0.85
AZ,Arizona Daily Star,100750,1978,AZ,AMENDMENT,100,PROVIDE GROWING PAINS RELIEF TO SCHOOL DISTRICTS; ALLOW SCHOOL DISTRICTS TO CALL PUBLIC VOTE TO EXCEED 10 AND 20 PERCENT BONDING LIMITS BY 5 AND 10 PERCENT,1,STAR RECOMMENDS YES; AMPLE SAFEGUARDS AGAINST RUNAWAY SCHOOL CONSTRUCTION. | Phase 11 direction verified (sample OCR-confirmed),0.95
AZ,Arizona Daily Star,100750,1978,AZ,AMENDMENT,101,LIMIT STATE SPENDING TO 7 PERCENT OF STATE'S GROSS PERSONAL INCOME FOR PREVIOUS YEAR,0,STAR RECOMMENDS NO; LIKELY TO INCREASE TAX LOADS ON LOCAL LEVELS; IDEAL COP-OUT FOR LEGISLATURE TO AVOID REAL TAX REFORM. | Phase 11 direction verified (sample OCR-confirmed),0.95
AZ,Arizona Daily Star,100750,1978,AZ,REFERENDUM,300,"INCREASE LEGISLATIVE SALARIES FROM $6,000 TO $9,600 PER YEAR",1,STAR RECOMMENDS YES; LEGISLATIVE PAY HAS NOT BEEN INCREASED SINCE 1968; MATTER OF SHEER EQUITY AND FAIRNESS. | Phase 11 direction verified (sample OCR-confirmed),0.95
AZ,Arizona Daily Star,100750,1980,AZ,AMENDMENT,103,AMEND ARIZONA CONSTITUTION TO PROVIDE PROPERTY TAX RELIEF FOR PUBLIC AREAS OF PRIVATELY OWNED AIRPORTS,1,YES ON PROPOSITION 103. WOULD IMPROVE ECONOMIC STATUS OF PRIVATELY OWNED AIRPORTS; TAX EXEMPTION LIMITED TO PUBLIC AREAS. | Phase 11 direction verified (sample OCR-confirmed),
AZ,Arizona Daily Star,100750,1980,AZ,BALLOT MEASURE,100,RESIGN FROM ONE ELECTIVE OFFICE TO RUN FOR ANOTHER,0,VOTE NO PHASE 1 PROP_TYPE NORMALIZATION (AZ-SPECIFIC: PROPOSITION/STATE/LOCAL → BALLOT MEASURE/REFERENDUM; EMPTY → AMENDMENT FOR 1986/1988 CONSTITUTIONAL AMENDMENTS). | Phase 11 direction verified (sample OCR-confirmed),0.95
AZ,Arizona Daily Star,100750,1980,AZ,BALLOT MEASURE,101,DEREGULATION OF TRUCKING AND TRANSPORTATION RATES AND ROUTES IN ARIZONA,1,YES ON PROPOSITION 101. WOULD END TRUCKING REGULATION; FREE ENTERPRISE PROTECTED FROM GOVERNMENT GROWN LAZY. STATE-CONTROLLED BUSINESS NOT FREE ENTERPRISE. PHASE 1 PROP_TYPE NORMALIZATION (AZ-SPECIFIC: PROPOSITION/STATE/LOCAL → BALLOT MEASURE/REFERENDUM; EMPTY → AMENDMENT FOR 1986/1988 CONSTITUTIONAL AMENDMENTS). | Phase 11 direction verified (sample OCR-confirmed),
AZ,Arizona Daily Star,100750,1980,AZ,BALLOT MEASURE,101,TRANSPORTATION DEREGULATION,1,VOTE YES PHASE 1 PROP_TYPE NORMALIZATION (AZ-SPECIFIC: PROPOSITION/STATE/LOCAL → BALLOT MEASURE/REFERENDUM; EMPTY → AMENDMENT FOR 1986/1988 CONSTITUTIONAL AMENDMENTS). | Phase 11 direction verified (sample OCR-confirmed),0.95
AZ,Arizona Daily Star,100750,1980,AZ,BALLOT MEASURE,102,STATE TREASURER'S TERM,1,VOTE YES PHASE 1 PROP_TYPE NORMALIZATION (AZ-SPECIFIC: PROPOSITION/STATE/LOCAL → BALLOT MEASURE/REFERENDUM; EMPTY → AMENDMENT FOR 1986/1988 CONSTITUTIONAL AMENDMENTS). | Phase 11 direction verified (sample OCR-confirmed),0.95
AZ,Arizona Daily Star,100750,1980,AZ,BALLOT MEASURE,103,AIRPORT TAX EXEMPTIONS,1,VOTE YES PHASE 1 PROP_TYPE NORMALIZATION (AZ-SPECIFIC: PROPOSITION/STATE/LOCAL → BALLOT MEASURE/REFERENDUM; EMPTY → AMENDMENT FOR 1986/1988 CONSTITUTIONAL AMENDMENTS). | Phase 11 direction verified (sample OCR-confirmed),0.95
