state_newspaper,newspaper,newspaper_id,year,state_election,prop_type,prop_num,prop_desc,endorsed,notes_endorse,extraction_confidence,extraction_confidence_note,normalization_confidence,match_confidence,overall_confidence,input_mode,source_file,filename,flag
AL,Birmingham News,100101,1964,AL,AMENDMENT,2,PERMIT LEGISLATION ABOLISHING FEE SYSTEM AND PROVIDING SALARIES FOR OFFICIALS IN ESCAMBIA COUNTY,0,NO ON ALL AMENDMENTS; REFORMS SOUGHT IN EACH AMENDMENT LACK PROVISION FOR SUBSEQUENT VOTE OF APPROVAL BY CITIZENS OF COUNTY AFFECTED,0.9,,,,,pdf,,100101_19641101,
AL,Birmingham News,100101,1964,AL,AMENDMENT,3,PERMIT LEGISLATION EXTENDING OR CHANGING JURISDICTION OF JEFFERSON COUNTY INFERIOR COURTS IN CASES INVOLVING AMOUNTS LESS THAN $300,0,NO ON ALL AMENDMENTS; DANGEROUS POLITICAL CONDITION TO GRANT STATEWIDE LEGISLATURE POWER OVER COUNTY WITHOUT COUNTY VOTE,0.9,,,,,pdf,,100101_19641101,
AL,Birmingham News,100101,1964,AL,AMENDMENT,4,PERMIT LEGISLATION ABOLISHING FEE SYSTEM AND PROVIDING SALARIES FOR OFFICIALS IN LAUDERDALE COUNTY,0,NO ON ALL AMENDMENTS; SAME PRINCIPLE APPLIES,0.9,,,,,pdf,,100101_19641101,
AL,Birmingham News,100101,1964,AL,AMENDMENT,5,PERMIT LEGISLATION PROVIDING TRIAL OF MISDEMEANOR CASES AND CIVIL CASES IN MARSHALL COUNTY BY JURY OF LESS THAN 12 MEMBERS,0,NO ON ALL AMENDMENTS; NEWS RECOMMENDS NO VOTE ON AMENDMENTS 1 2 3 4 AND 5,0.9,,,,,pdf,,100101_19641101,
AL,Birmingham News,100101,1966,AL,AMENDMENT,1,AMENDMENT NUMBER 1,1,YES ENDORSED,0.9,,,,,pdf,,100101_19661106,
AL,Birmingham News,100101,1966,AL,AMENDMENT,2,AMENDMENT NUMBER 2,1,YES ENDORSED,0.9,,,,,pdf,,100101_19661106,
AL,Birmingham News,100101,1966,AL,AMENDMENT,3,AMENDMENT NUMBER 3,0,NO ENDORSED,0.9,,,,,pdf,,100101_19661106,
AL,Birmingham News,100101,1966,AL,AMENDMENT,4,AMENDMENT NUMBER 4,1,YES ENDORSED,0.9,,,,,pdf,,100101_19661106,
AL,Birmingham News,100101,1966,AL,AMENDMENT,5,AMENDMENT NUMBER 5,1,YES ENDORSED,0.9,,,,,pdf,,100101_19661106,
AL,Birmingham News,100101,1966,AL,AMENDMENT,6,AMENDMENT NUMBER 6,1,YES ENDORSED,0.9,,,,,pdf,,100101_19661106,
AL,Birmingham News,100101,1968,AL,AMENDMENT,1,WOULD PERMIT ELECTED OFFICIALS IN STATE CONSTITUTIONAL OFFICES TO SUCCEED THEMSELVES FOR A SECOND TERM,0,NEWS CONSISTENTLY OPPOSED DROPPING ONE-TERM LIMITATION; WOULD GIVE GOVERNOR FAR GREATER POWER FOR EIGHT YEARS; RECOMMENDS VOTING NO,0.9,,,,,pdf,,100101_19681103,
AL,Birmingham News,100101,1970,AL,AMENDMENT,1,INCOME TAX AMENDMENT,1,VOTE YES ON INCOME TAX AMENDMENT,0.9,,,,,pdf,,100101_19701102,
AL,Birmingham News,100101,1972,AL,AMENDMENT,1,STATE AMENDMENT NO. 1,1,YES ENDORSED,0.95,,,,,pdf,,100101_19721106,
AL,Birmingham News,100101,1972,AL,AMENDMENT,2,STATE AMENDMENT NO. 2,1,YES ENDORSED,0.95,,,,,pdf,,100101_19721106,
AL,Birmingham News,100101,1974,AL,AMENDMENT,1,AMENDMENT 1,1,YES ENDORSED,0.95,,,,,pdf,,100101_19741104,
AL,Birmingham News,100101,1974,AL,AMENDMENT,2,AMENDMENT 2,1,YES ENDORSED,0.95,,,,,pdf,,100101_19741104,
AL,Birmingham News,100101,1978,AL,AMENDMENT,1,AMENDMENT NO. 1,0,NO ENDORSED,0.95,,,,,pdf,,100101_19781106,
AL,Birmingham News,100101,1978,AL,AMENDMENT,2,AMENDMENT NO. 2,1,YES ENDORSED,0.95,,,,,pdf,,100101_19781106,
AL,Birmingham News,100101,1978,AL,AMENDMENT,3,AMENDMENT NO. 3,1,YES ENDORSED,0.95,,,,,pdf,,100101_19781106,
AL,Birmingham News,100101,1978,AL,AMENDMENT,4,AMENDMENT NO. 4,0,NO ENDORSED,0.95,,,,,pdf,,100101_19781106,
AL,Birmingham News,100101,1978,AL,AMENDMENT,5,AMENDMENT NO. 5,1,YES ENDORSED,0.95,,,,,pdf,,100101_19781106,
AL,Birmingham News,100101,1978,AL,AMENDMENT,6,AMENDMENT NO. 6,0,NO ENDORSED,0.95,,,,,pdf,,100101_19781106,
AL,Birmingham News,100101,1978,AL,AMENDMENT,7,AMENDMENT NO. 7,0,NO ENDORSED,0.95,,,,,pdf,,100101_19781106,
AL,Birmingham News,100101,1978,AL,AMENDMENT,8,AMENDMENT NO. 8,0,NO ENDORSED,0.95,,,,,pdf,,100101_19781106,
AL,Birmingham News,100101,1978,AL,AMENDMENT,9,AMENDMENT NO. 9,0,NO ENDORSED,0.95,,,,,pdf,,100101_19781106,
AL,Birmingham News,100101,1980,AL,AMENDMENT,1,ALLOW FARMERS TO DEVELOP PEANUTS COTTON AND MILK WITH NO COST TO TAXPAYERS,1,A YES VOTE IS RECOMMENDED,0.85,,,,,pdf,,100101_19801102,
AL,Birmingham News,100101,1980,AL,AMENDMENT,2,RATIFIES BONDS WHICH MIGHT BE CHALLENGED AS UNCONSTITUTIONAL,1,A YES VOTE IS RECOMMENDED,0.85,,,,,pdf,,100101_19801102,
AL,Birmingham News,100101,1980,AL,AMENDMENT,3,EMPOWERS LEGISLATURE TO APPROVE MEASURE TO TERMINATE ALIMONY WHEN SPOUSE REMARRIES OR LIVES OPENLY WITH MEMBER OF OPPOSITE SEX,1,A YES VOTE IS RECOMMENDED,0.85,,,,,pdf,,100101_19801102,
AL,Birmingham News,100101,1980,AL,AMENDMENT,4,PERMIT LEGISLATURE WITH APPROVAL OF ESCAMBIA VOTERS TO SET COURT CHARGES AND COMPENSATION FOR COUNTY OFFICIALS,1,A YES VOTE IS RECOMMENDED,0.85,,,,,pdf,,100101_19801102,
AL,Birmingham News,100101,1980,AL,AMENDMENT,5,ALLOW LEE COUNTY COMMISSION TO ESTABLISH FIREFIGHTING DISTRICTS AND ALLOW EXPENDITURES OF COUNTY FUNDS,0,SINCE APPROVAL OF LEE COUNTY VOTERS IS NOT REQUIRED A NO VOTE IS RECOMMENDED,0.85,,,,,pdf,,100101_19801102,
AL,Birmingham News,100101,1980,AL,AMENDMENT,6,PERMIT MOBILE COUNTY OFFICIALS TO DIVERT FUNDS FOR MOSQUITO AND VECTOR CONTROL TO OTHER PURPOSES,0,APPROVAL OF MOBILE COUNTY VOTERS IS NOT REQUIRED SO A NO VOTE IS PROPER,0.85,,,,,pdf,,100101_19801102,
AL,Birmingham News,100101,1980,AL,AMENDMENT,7,ALLOW LEGISLATURE TO SET COSTS AND CHARGES OF COURTS IN SUMTER COUNTY,0,A NO VOTE IS RECOMMENDED SINCE SUMTER RESIDENTS APPROVAL IS NOT REQUIRED,0.85,,,,,pdf,,100101_19801102,
AL,Birmingham News,100101,1982,AL,AMENDMENT,1,PROPOSED AMENDMENT NUMBER 1,1,YES ENDORSED,0.95,,,,,pdf,,100101_19821101,
AL,Birmingham News,100101,1982,AL,AMENDMENT,2,PROPOSED AMENDMENT NUMBER 2,1,YES ENDORSED,0.95,,,,,pdf,,100101_19821101,
AL,Birmingham News,100101,1982,AL,AMENDMENT,3,PROPOSED AMENDMENT NUMBER 3,1,YES ENDORSED,0.95,,,,,pdf,,100101_19821101,
AL,Birmingham News,100101,1982,AL,AMENDMENT,4,PROPOSED AMENDMENT NUMBER 4,1,YES ENDORSED,0.95,,,,,pdf,,100101_19821101,
AL,Birmingham News,100101,1982,AL,AMENDMENT,5,PROPOSED AMENDMENT NUMBER 5,1,YES ENDORSED,0.95,,,,,pdf,,100101_19821101,
AL,Birmingham News,100101,1982,AL,AMENDMENT,6,PROPOSED AMENDMENT NUMBER 6,0,NO ENDORSED,0.95,,,,,pdf,,100101_19821101,
AL,Birmingham News,100101,1982,AL,AMENDMENT,7,PROPOSED AMENDMENT NUMBER 7,1,YES ENDORSED,0.95,,,,,pdf,,100101_19821101,
AL,Birmingham News,100101,1982,AL,AMENDMENT,8,PROPOSED AMENDMENT NUMBER 8,1,YES ENDORSED,0.95,,,,,pdf,,100101_19821101,
AL,Birmingham News,100101,1982,AL,AMENDMENT,9,PROPOSED AMENDMENT NUMBER 9,1,YES ENDORSED,0.95,,,,,pdf,,100101_19821101,
AL,Birmingham News,100101,1982,AL,AMENDMENT,10,PROPOSED AMENDMENT NUMBER 10,1,YES ENDORSED,0.95,,,,,pdf,,100101_19821101,
AL,Birmingham News,100101,1982,AL,AMENDMENT,11,PROPOSED AMENDMENT NUMBER 11,0,NO ENDORSED,0.95,,,,,pdf,,100101_19821101,
AL,Birmingham News,100101,1984,AL,AMENDMENT,1,PROPOSED AMENDMENT NO. 1,1,YES ENDORSED,0.95,,,,,pdf,,100101_19841105,
AL,Birmingham News,100101,1984,AL,AMENDMENT,2,PROPOSED AMENDMENT NO. 2,1,YES ENDORSED,0.95,,,,,pdf,,100101_19841105,
AL,Birmingham News,100101,1984,AL,AMENDMENT,3,PROPOSED AMENDMENT NO. 3,0,NO ENDORSED,0.95,,,,,pdf,,100101_19841105,
AL,Birmingham News,100101,1986,AL,AMENDMENT,1,CONSTITUTIONAL AMENDMENT,1,YES ENDORSED,0.95,,,,,pdf,,100101_19861103,
AL,Birmingham News,100101,1988,AL,AMENDMENT,1,STATE AMENDMENT 1 - YES,1,YES ENDORSED,0.95,,,,,pdf,,100101_19881106,
AL,Birmingham News,100101,1988,AL,AMENDMENT,2,STATE AMENDMENT 2 - YES,1,YES ENDORSED,0.95,,,,,pdf,,100101_19881106,
AL,Birmingham News,100101,1988,AL,AMENDMENT,3,STATE AMENDMENT 3 - YES,1,YES ENDORSED,0.95,,,,,pdf,,100101_19881106,
AL,Birmingham News,100101,1988,AL,AMENDMENT,4,STATE AMENDMENT 4 - No,0,NO ENDORSED,0.95,,,,,pdf,,100101_19881106,
AL,Birmingham News,100101,1988,AL,AMENDMENT,5,STATE AMENDMENT 5 - YES,1,YES ENDORSED,0.95,,,,,pdf,,100101_19881106,
AL,Birmingham News,100101,1990,AL,AMENDMENT,1,STATEWIDE AMENDMENT 1,0,URGE NO VOTE ON AMENDMENT 1,0.95,,,,,pdf,,100101_19901105,
AL,Birmingham News,100101,1992,AL,AMENDMENT,1,FOREVER WILD AMENDMENT; CONSERVATION AND NATURAL AREAS ACQUISITION,1,YES VOTE ENDORSED,0.95,,,,,pdf,,100101_19921102,
AL,Birmingham News,100101,1992,AL,AMENDMENT,2,ELECT PELL CITY BOARD OF EDUCATION,1,YES VOTE ENDORSED,0.95,,,,,pdf,,100101_19921102,
AL,Birmingham News,100101,1992,AL,REFERENDUM,,SHELBY COUNTY QUESTION ON WHETHER TO APPOINT OR ELECT SCHOOL SUPERINTENDENT,1,VOTE FOR APPOINTING SUPERINTENDENT; NEWS RECOMMENDS APPOINTED SUPERINTENDENT OVER ELECTED,0.9,,,,,pdf,,100101_19921102,
AL,Birmingham News,100101,1994,AL,AMENDMENT,1,CONSTITUTIONAL AMENDMENT 1,1,YES VOTE ENDORSED,0.95,,,,,pdf,,100101_19941107,
AL,Birmingham News,100101,1994,AL,AMENDMENT,2,CONSTITUTIONAL AMENDMENT 2,1,YES VOTE ENDORSED,0.95,,,,,pdf,,100101_19941107,
AL,Birmingham News,100101,1994,AL,AMENDMENT,3,CONSTITUTIONAL AMENDMENT 3,1,YES VOTE ENDORSED,0.95,,,,,pdf,,100101_19941107,
AL,Birmingham News,100101,1994,AL,AMENDMENT,4,CONSTITUTIONAL AMENDMENT 4,1,YES VOTE ENDORSED,0.95,,,,,pdf,,100101_19941107,
AL,Birmingham News,100101,1994,AL,AMENDMENT,5,CONSTITUTIONAL AMENDMENT 5,0,NO VOTE ENDORSED,0.95,,,,,pdf,,100101_19941107,
AL,Birmingham News,100101,1994,AL,AMENDMENT,6,CONSTITUTIONAL AMENDMENT 6,0,NO VOTE ENDORSED,0.95,,,,,pdf,,100101_19941107,
AL,Birmingham News,100101,1994,AL,AMENDMENT,7,CONSTITUTIONAL AMENDMENT 7,0,NO VOTE ENDORSED,0.95,,,,,pdf,,100101_19941107,
AL,Birmingham News,100101,1994,AL,AMENDMENT,8-21,CONSTITUTIONAL AMENDMENTS 8-21,1,YES VOTES ENDORSED,0.95,,,,,pdf,,100101_19941107,
AL,Birmingham News,100101,1994,AL,AMENDMENT,22,CONSTITUTIONAL AMENDMENT 22,0,NO VOTE ENDORSED,0.95,,,,,pdf,,100101_19941107,
AL,Birmingham News,100101,1994,AL,AMENDMENT,23-26,CONSTITUTIONAL AMENDMENTS 23-26,1,YES VOTES ENDORSED,0.95,,,,,pdf,,100101_19941107,
AL,Birmingham News,100101,1996,AL,AMENDMENT,1,CONSTITUTIONAL AMENDMENT 1,0,NO VOTE ENDORSED,0.95,,,,,pdf,,100101_19961104,
AL,Birmingham News,100101,1996,AL,AMENDMENT,2,CONSTITUTIONAL AMENDMENT 2,0,NO VOTE ENDORSED,0.95,,,,,pdf,,100101_19961104,
AL,Birmingham News,100101,1996,AL,AMENDMENT,3,CONSTITUTIONAL AMENDMENT 3,1,YES VOTE ENDORSED,0.95,,,,,pdf,,100101_19961104,
AL,Birmingham News,100101,1996,AL,AMENDMENT,4,CONSTITUTIONAL AMENDMENT 4,1,YES VOTE ENDORSED,0.95,,,,,pdf,,100101_19961104,
AL,Birmingham News,100101,1996,AL,AMENDMENT,5,CONSTITUTIONAL AMENDMENT 5,0,NO VOTE ENDORSED,0.95,,,,,pdf,,100101_19961104,
AL,Birmingham News,100101,1996,AL,AMENDMENT,LOCAL_1_BESSEMER,LOCAL AMENDMENT 1 - BESSEMER,0,NO IF YOU LIVE IN BESSEMER; YES IF ELSEWHERE,0.85,CONDITIONAL ENDORSEMENT BASED ON LOCATION,,,,pdf,,100101_19961104,
AL,Birmingham News,100101,1998,AL,AMENDMENT,1,AMENDMENT 1,1,YES VOTE ENDORSED,0.95,,,,,pdf,,100101_19981102,
AL,Birmingham News,100101,1998,AL,AMENDMENT,2,AMENDMENT 2,1,YES VOTE ENDORSED,0.95,,,,,pdf,,100101_19981102,
AL,Birmingham News,100101,1998,AL,AMENDMENT,3,AMENDMENT 3,1,YES VOTE ENDORSED,0.95,,,,,pdf,,100101_19981102,
AL,Birmingham News,100101,1998,AL,AMENDMENT,4,AMENDMENT 4,1,YES VOTE ENDORSED,0.95,,,,,pdf,,100101_19981102,
AL,Birmingham News,100101,1998,AL,AMENDMENT,5,AMENDMENT 5,1,YES VOTE ENDORSED,0.95,,,,,pdf,,100101_19981102,
AL,Birmingham News,100101,1998,AL,AMENDMENT,6,AMENDMENT 6,1,YES VOTE ENDORSED,0.95,,,,,pdf,,100101_19981102,
AL,Birmingham News,100101,1998,AL,AMENDMENT,7,AMENDMENT 7,1,YES VOTE ENDORSED,0.95,,,,,pdf,,100101_19981102,
AL,Birmingham News,100101,1998,AL,AMENDMENT,8,AMENDMENT 8,1,YES VOTE ENDORSED,0.95,,,,,pdf,,100101_19981102,
AL,Birmingham News,100101,1998,AL,AMENDMENT,9,AMENDMENT 9,1,YES VOTE ENDORSED,0.95,,,,,pdf,,100101_19981102,
AL,Birmingham News,100101,1998,AL,AMENDMENT,10,AMENDMENT 10,1,YES VOTE ENDORSED,0.95,,,,,pdf,,100101_19981102,
AL,Birmingham News,100101,1998,AL,AMENDMENT,11,AMENDMENT 11,0,VOTE NO UNLESS YOU LIVE IN BIBB COUNTY,0.95,CONDITIONAL ENDORSEMENT,,,,pdf,,100101_19981102,
AL,Birmingham News,100101,1998,AL,LOCAL,BARTA,BARTA (BIRMINGHAM TAX INCREMENT)),1,YES VOTE ENDORSED,0.95,,,,,pdf,,100101_19981102,
AL,Birmingham News,100101,1998,AL,LOCAL,WATER_WORKS_SALE,WATER WORKS SALE (BIRMINGHAM ONLY),1,YES VOTE ENDORSED,0.95,,,,,pdf,,100101_19981102,
AL,Birmingham News,100101,1998,AL,LOCAL,SCHOOL_BOND,SCHOOL BOND (BIRMINGHAM ONLY),1,YES VOTE ENDORSED,0.95,,,,,pdf,,100101_19981102,
AL,Birmingham News,100101,2000,AL,AMENDMENT,1,TRUST FUND AMENDMENT,1,YES VOTE ENDORSED,0.95,,,,,pdf,,100101_20001106,
AL,Birmingham News,100101,2000,AL,AMENDMENT,2,INTERRACIAL MARRIAGE AMENDMENT,1,YES VOTE ENDORSED,0.95,,,,,pdf,,100101_20001106,
AL,Birmingham News,100101,2000,AL,AMENDMENT,3,TRUST FUND INTEREST AMENDMENT,1,YES VOTE ENDORSED,0.95,,,,,pdf,,100101_20001106,
AL,Birmingham News,100101,2000,AL,AMENDMENT,4,SCHOOL TAX RENEWALS AMENDMENT,1,YES VOTE ENDORSED,0.95,,,,,pdf,,100101_20001106,
AL,Birmingham News,100101,2000,AL,AMENDMENT,5,AUBURN TRUSTEES AMENDMENT,1,YES VOTE ENDORSED,0.95,,,,,pdf,,100101_20001106,
AL,Birmingham News,100101,2000,AL,AMENDMENT,JEFFERSON_COUNTY_PROSTITUTION,JEFFERSON COUNTY PROSTITUTION AMENDMENT,1,YES VOTE ENDORSED,0.95,,,,,pdf,,100101_20001106,
AL,Birmingham News,100101,2002,AL,AMENDMENT,1,AMENDMENT ONE,1,YES VOTE ENDORSED,0.95,,,,,pdf,,100101_20021104,
AL,Birmingham News,100101,2002,AL,AMENDMENT,2,AMENDMENT TWO,0,NO VOTE ENDORSED,0.95,,,,,pdf,,100101_20021104,
AL,Birmingham News,100101,2002,AL,AMENDMENT,3,AMENDMENT THREE,0,NO VOTE ENDORSED,0.95,,,,,pdf,,100101_20021104,
AL,Birmingham News,100101,2004,AL,AMENDMENT,1_BALDWIN,STATEWIDE AMENDMENT 1 - BALDWIN COUNTY,0,DON'T VOTE IF YOU LIVE OUTSIDE BALDWIN COUNTY,0.95,CONDITIONAL ENDORSEMENT,,,,pdf,,100101_20041101,
AL,Birmingham News,100101,2004,AL,AMENDMENT,2,STATEWIDE AMENDMENT 2,1,YES VOTE ENDORSED,0.95,,,,,pdf,,100101_20041101,
AL,Birmingham News,100101,2004,AL,AMENDMENT,3,STATEWIDE AMENDMENT 3,1,YES VOTE ENDORSED,0.95,,,,,pdf,,100101_20041101,
AL,Birmingham News,100101,2004,AL,AMENDMENT,4,STATEWIDE AMENDMENT 4,0,NO VOTE ENDORSED,0.95,,,,,pdf,,100101_20041101,
AL,Birmingham News,100101,2004,AL,AMENDMENT,5_TRUSSVILLE,STATEWIDE AMENDMENT 5 - TRUSSVILLE,0,DON'T VOTE UNLESS YOU LIVE IN TRUSSVILLE; YES IF YOU LIVE IN TRUSSVILLE,0.85,CONDITIONAL ENDORSEMENT,,,,pdf,,100101_20041101,
AL,Birmingham News,100101,2004,AL,AMENDMENT,6_CRENSHAW,STATEWIDE AMENDMENT 6 - CRENSHAW COUNTY,0,DON'T VOTE IF YOU LIVE OUTSIDE CRENSHAW COUNTY,0.95,CONDITIONAL ENDORSEMENT,,,,pdf,,100101_20041101,
AL,Birmingham News,100101,2004,AL,AMENDMENT,7_MACON,STATEWIDE AMENDMENT 7 - MACON COUNTY,0,DON'T VOTE IF YOU LIVE OUTSIDE MACON COUNTY,0.95,CONDITIONAL ENDORSEMENT,,,,pdf,,100101_20041101,
AL,Birmingham News,100101,2004,AL,AMENDMENT,8,STATEWIDE AMENDMENT 8,1,YES VOTE ENDORSED,0.95,,,,,pdf,,100101_20041101,
AL,Birmingham News,100101,2004,AL,AMENDMENT,SHELBY_1,SHELBY COUNTY AMENDMENT 1,1,YES VOTE ENDORSED,0.95,,,,,pdf,,100101_20041101,
AL,Birmingham News,100101,2004,AL,AMENDMENT,SHELBY_2,SHELBY COUNTY AMENDMENT 2,1,YES VOTE ENDORSED,0.95,,,,,pdf,,100101_20041101,
AL,Birmingham News,100101,2006,AL,AMENDMENT,1,AMENDMENT 1,0,DON'T VOTE,0.95,,,,,pdf,,100101_20061106,
AL,Birmingham News,100101,2006,AL,AMENDMENT,2,AMENDMENT 2,1,YES VOTE,0.95,,,,,pdf,,100101_20061106,
AL,Birmingham News,100101,2006,AL,AMENDMENT,3,AMENDMENT 3,0,DON'T VOTE,0.95,,,,,pdf,,100101_20061106,
AL,Birmingham News,100101,2008,AL,AMENDMENT,1,CONSTITUTIONAL AMENDMENT 1,1,YES VOTE ENDORSED,0.95,,,,,pdf,,100101_20081103,
AL,Birmingham News,100101,2008,AL,AMENDMENT,2-6,CONSTITUTIONAL AMENDMENTS 2-6,0,DON'T VOTE UNLESS YOU LIVE IN THE COUNTY OR CITY AFFECTED,0.95,CONDITIONAL ENDORSEMENT; SHELBY COUNTY VOTERS SHOULD VOTE YES ON AMENDMENT 2,,,,pdf,,100101_20081103,
AL,Birmingham News,100101,2008,AL,LOCAL,JEFFERSON_SEWER,JEFFERSON COUNTY CONSTITUTIONAL AMENDMENT ON SEWER BILLS,1,YES VOTE ENDORSED,0.95,,,,,pdf,,100101_20081103,
AL,Birmingham News,100101,2008,AL,LOCAL,SHELBY_BOARD,SHELBY COUNTY AMENDMENT ON BOARD OF EQUALIZATION,1,YES VOTE ENDORSED,0.95,,,,,pdf,,100101_20081103,
AL,Birmingham News,100101,2010,AL,AMENDMENT,1,STATEWIDE CONSTITUTIONAL AMENDMENT 1,0,NO VOTE ENDORSED,0.95,,,,,pdf,,100101_20101101,
AL,Birmingham News,100101,2010,AL,AMENDMENT,2,STATEWIDE CONSTITUTIONAL AMENDMENT 2,0,NO VOTE ENDORSED,0.95,,,,,pdf,,100101_20101101,
AL,Birmingham News,100101,2010,AL,AMENDMENT,3,STATEWIDE CONSTITUTIONAL AMENDMENT 3,0,NO VOTE ENDORSED,0.95,,,,,pdf,,100101_20101101,
AL,Birmingham News,100101,2010,AL,AMENDMENT,JEFFERSON_COUNTY,JEFFERSON COUNTY AMENDMENT,0,NO VOTE ENDORSED,0.95,,,,,pdf,,100101_20101101,
AL,Birmingham News,100101,2010,AL,AMENDMENT,SHELBY_COUNTY,SHELBY COUNTY AMENDMENT,0,NO VOTE ENDORSED,0.95,,,,,pdf,,100101_20101101,
